split,duration,era,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,key_12,key_13,key_14,key_15,key_16,key_17,key_18,key_19,key_20,key_21,key_22,key_23,key_24,key_25,key_26,key_27,key_28,key_29,key_30,key_31,key_32,key_33,key_34,key_35,key_36,key_37,key_38,key_39,key_40,key_41,key_42,key_43,key_44,key_45,key_46,key_47,key_48,key_49,key_50,key_51,key_52,key_53,key_54,key_55,key_56,key_57,key_58,key_59,key_60,key_61,key_62,key_63,key_64,key_65,key_66,key_67,key_68,key_69,key_70,key_71,key_72,key_73,key_74,key_75,key_76,key_77,key_78,key_79,key_80,key_81,key_82,key_83,key_84,key_85,key_86,key_87,pitch_range,tempo,avg_note_duration,avg_velocity,velocity_range
train,1442.79636703,romantic,0.0,0.0,0.0,1.0,4.0,2.0,8.0,12.0,6.0,49.0,30.0,27.0,48.0,49.0,158.0,49.0,89.0,72.0,96.0,137.0,82.0,298.0,131.0,130.0,127.0,141.0,285.0,136.0,209.0,179.0,316.0,316.0,140.0,482.0,296.0,343.0,281.0,395.0,564.0,227.0,445.0,336.0,419.0,474.0,218.0,452.0,398.0,407.0,238.0,357.0,384.0,180.0,302.0,244.0,314.0,246.0,121.0,272.0,197.0,144.0,102.0,151.0,138.0,65.0,98.0,83.0,62.0,53.0,36.0,49.0,45.0,36.0,19.0,30.0,19.0,22.0,16.0,8.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,206.5611563443357,0.23726777891169365,62.5476880817946,124.0
test,1127.25314625,romantic,0.0,1.0,0.0,4.0,10.0,7.0,16.0,14.0,36.0,39.0,29.0,63.0,40.0,142.0,44.0,46.0,195.0,38.0,79.0,64.0,265.0,233.0,78.0,215.0,97.0,326.0,102.0,152.0,459.0,87.0,307.0,123.0,481.0,403.0,143.0,351.0,241.0,565.0,293.0,331.0,585.0,196.0,434.0,150.0,472.0,429.0,163.0,300.0,267.0,363.0,125.0,254.0,337.0,132.0,233.0,79.0,220.0,201.0,88.0,124.0,85.0,111.0,30.0,71.0,55.0,32.0,37.0,18.0,32.0,28.0,12.0,14.0,6.0,10.0,4.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,178.99779878285446,0.24942107608940753,64.94512092000676,117.0
train,1611.38460656,romantic,0.0,0.0,0.0,1.0,3.0,3.0,11.0,9.0,7.0,49.0,28.0,24.0,47.0,50.0,154.0,50.0,87.0,66.0,95.0,132.0,75.0,292.0,128.0,123.0,127.0,139.0,284.0,137.0,213.0,175.0,306.0,316.0,148.0,506.0,297.0,351.0,273.0,404.0,557.0,234.0,442.0,326.0,424.0,479.0,215.0,460.0,399.0,402.0,243.0,356.0,383.0,180.0,301.0,245.0,312.0,238.0,120.0,270.0,200.0,144.0,102.0,150.0,136.0,65.0,97.0,75.0,58.0,51.0,37.0,49.0,45.0,35.0,16.0,30.0,19.0,21.0,15.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,201.69979937990774,0.22279036717593284,63.63685097258386,106.0
train,1607.37152297,romantic,0.0,0.0,0.0,1.0,3.0,2.0,9.0,11.0,6.0,50.0,30.0,24.0,44.0,49.0,159.0,44.0,82.0,70.0,93.0,132.0,74.0,290.0,125.0,120.0,121.0,143.0,285.0,136.0,211.0,171.0,308.0,316.0,146.0,500.0,287.0,351.0,277.0,401.0,558.0,228.0,442.0,336.0,419.0,478.0,209.0,457.0,393.0,404.0,237.0,351.0,380.0,175.0,299.0,244.0,310.0,241.0,122.0,266.0,200.0,140.0,97.0,146.0,137.0,63.0,97.0,76.0,57.0,52.0,34.0,48.0,45.0,37.0,16.0,31.0,18.0,20.0,16.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,201.68307967770372,0.3059128720697099,64.95003084515731,105.0
train,1458.97557094,romantic,0.0,0.0,0.0,1.0,4.0,2.0,9.0,9.0,6.0,51.0,31.0,29.0,46.0,50.0,157.0,47.0,88.0,66.0,98.0,129.0,76.0,296.0,125.0,128.0,129.0,140.0,264.0,132.0,205.0,166.0,303.0,301.0,146.0,490.0,284.0,345.0,271.0,390.0,540.0,223.0,436.0,326.0,426.0,467.0,216.0,460.0,389.0,401.0,235.0,349.0,387.0,177.0,304.0,246.0,305.0,241.0,122.0,266.0,199.0,142.0,99.0,148.0,141.0,62.0,98.0,77.0,59.0,52.0,37.0,48.0,46.0,35.0,21.0,32.0,20.0,20.0,16.0,8.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,204.19497784342903,0.2581096345890505,64.11471978916363,112.0
train,528.9951975,romantic,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,19.0,7.0,6.0,23.0,24.0,49.0,17.0,29.0,27.0,24.0,39.0,20.0,101.0,30.0,38.0,55.0,37.0,65.0,30.0,80.0,51.0,81.0,100.0,62.0,172.0,92.0,110.0,122.0,151.0,170.0,64.0,189.0,144.0,124.0,196.0,116.0,212.0,140.0,158.0,129.0,159.0,172.0,61.0,154.0,119.0,106.0,117.0,57.0,121.0,73.0,68.0,48.0,45.0,56.0,14.0,29.0,21.0,13.0,14.0,7.0,12.0,6.0,6.0,5.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,210.59794337945794,0.22663241415192542,62.28720083246618,101.0
train,507.502855104,romantic,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,18.0,8.0,8.0,23.0,22.0,50.0,14.0,28.0,28.0,24.0,38.0,20.0,102.0,31.0,38.0,52.0,37.0,64.0,28.0,81.0,57.0,85.0,101.0,62.0,162.0,101.0,106.0,118.0,150.0,157.0,65.0,190.0,142.0,130.0,188.0,105.0,211.0,136.0,154.0,126.0,155.0,168.0,61.0,152.0,111.0,108.0,117.0,55.0,120.0,72.0,63.0,47.0,45.0,54.0,16.0,31.0,18.0,11.0,14.0,6.0,13.0,6.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,214.6909090908988,0.18970132431670866,62.66821639898563,102.0
train,1442.05450661,romantic,0.0,0.0,0.0,1.0,3.0,3.0,10.0,10.0,8.0,51.0,30.0,27.0,50.0,54.0,156.0,47.0,87.0,69.0,95.0,135.0,73.0,298.0,128.0,126.0,122.0,143.0,281.0,131.0,215.0,173.0,297.0,319.0,142.0,484.0,290.0,342.0,276.0,395.0,547.0,228.0,431.0,330.0,419.0,475.0,215.0,456.0,391.0,398.0,238.0,346.0,377.0,174.0,298.0,243.0,309.0,246.0,120.0,269.0,198.0,143.0,97.0,147.0,138.0,62.0,98.0,75.0,57.0,53.0,34.0,48.0,46.0,36.0,17.0,31.0,18.0,21.0,17.0,8.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,200.17376194613317,0.274913597067615,60.93436920222634,105.0
train,117.120609375,romantic,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,16.0,1.0,80.0,18.0,12.0,41.0,33.0,98.0,7.0,42.0,29.0,11.0,24.0,30.0,47.0,7.0,18.0,33.0,1.0,37.0,11.0,50.0,84.0,12.0,29.0,22.0,61.0,8.0,25.0,22.0,2.0,21.0,5.0,33.0,39.0,18.0,34.0,16.0,47.0,17.0,29.0,26.0,7.0,24.0,6.0,21.0,22.0,4.0,12.0,10.0,18.0,10.0,8.0,13.0,3.0,18.0,4.0,15.0,17.0,5.0,8.0,6.0,10.0,7.0,6.0,5.0,2.0,7.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,224.71197805547217,0.14467680274971934,74.37104377104377,115.0
train,1364.70483188,romantic,2.0,2.0,12.0,5.0,8.0,19.0,0.0,9.0,2.0,12.0,13.0,15.0,50.0,33.0,54.0,16.0,43.0,93.0,18.0,52.0,24.0,112.0,68.0,52.0,180.0,75.0,158.0,59.0,133.0,227.0,115.0,164.0,76.0,382.0,232.0,147.0,418.0,182.0,453.0,139.0,363.0,689.0,222.0,534.0,140.0,762.0,417.0,274.0,549.0,223.0,425.0,111.0,408.0,541.0,170.0,477.0,89.0,582.0,266.0,174.0,433.0,138.0,233.0,66.0,191.0,248.0,87.0,169.0,23.0,214.0,108.0,42.0,107.0,19.0,53.0,11.0,17.0,17.0,19.0,9.0,1.0,17.0,2.0,1.0,1.0,0.0,0.0,0.0,84.0,211.00741386832829,0.20762749147895646,65.75444576170717,111.0
train,329.032790625,baroque,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,2.0,3.0,10.0,0.0,22.0,2.0,4.0,1.0,11.0,62.0,1.0,29.0,35.0,54.0,89.0,6.0,184.0,29.0,67.0,34.0,98.0,219.0,9.0,127.0,49.0,92.0,95.0,28.0,236.0,31.0,45.0,9.0,96.0,233.0,8.0,180.0,69.0,117.0,123.0,30.0,224.0,35.0,79.0,9.0,82.0,153.0,0.0,58.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,202.59397669817497,0.22271933229813687,66.50652173913043,95.0
train,328.904585625,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,4.0,0.0,19.0,2.0,2.0,2.0,9.0,54.0,0.0,28.0,28.0,49.0,83.0,6.0,171.0,26.0,64.0,26.0,92.0,196.0,7.0,123.0,44.0,87.0,91.0,26.0,226.0,25.0,46.0,8.0,94.0,225.0,5.0,181.0,63.0,112.0,122.0,30.0,219.0,31.0,74.0,7.0,78.0,141.0,0.0,52.0,8.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,206.78459937565034,0.23585519034971247,60.91168658698539,89.0
train,856.080874687,baroque,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,24.0,0.0,10.0,36.0,1.0,49.0,4.0,120.0,73.0,23.0,150.0,38.0,228.0,6.0,209.0,233.0,22.0,233.0,25.0,340.0,150.0,68.0,198.0,89.0,310.0,5.0,332.0,337.0,31.0,312.0,37.0,468.0,234.0,103.0,235.0,167.0,410.0,4.0,276.0,248.0,23.0,214.0,12.0,151.0,38.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,226.14015065053496,0.31752898471759855,67.33903946742748,103.0
train,538.800209063,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,8.0,8.0,0.0,42.0,0.0,11.0,0.0,14.0,68.0,0.0,53.0,0.0,45.0,42.0,3.0,94.0,8.0,67.0,0.0,60.0,97.0,0.0,48.0,0.0,62.0,31.0,12.0,88.0,0.0,99.0,2.0,162.0,239.0,0.0,322.0,0.0,262.0,92.0,19.0,140.0,2.0,89.0,13.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,172.95639674173182,0.555427748226951,64.68127659574468,92.0
train,308.694937031,romantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,10.0,36.0,3.0,2.0,0.0,1.0,8.0,0.0,12.0,3.0,1.0,4.0,18.0,65.0,37.0,0.0,17.0,54.0,84.0,3.0,161.0,147.0,3.0,140.0,27.0,768.0,191.0,2.0,55.0,33.0,41.0,11.0,21.0,33.0,2.0,11.0,35.0,319.0,67.0,1.0,6.0,17.0,20.0,2.0,29.0,21.0,4.0,19.0,11.0,59.0,21.0,3.0,9.0,12.0,15.0,2.0,13.0,4.0,1.0,2.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,213.14664333041583,0.14536745030581041,67.36880733944955,119.0
train,336.871992188,romantic,0.0,0.0,0.0,0.0,2.0,0.0,21.0,2.0,5.0,5.0,8.0,17.0,6.0,20.0,2.0,1.0,2.0,1.0,67.0,8.0,7.0,8.0,10.0,58.0,5.0,42.0,12.0,7.0,5.0,10.0,133.0,24.0,13.0,22.0,35.0,68.0,16.0,73.0,54.0,120.0,98.0,39.0,180.0,94.0,138.0,63.0,126.0,183.0,38.0,144.0,83.0,139.0,128.0,82.0,193.0,79.0,141.0,87.0,136.0,197.0,41.0,134.0,54.0,107.0,105.0,58.0,115.0,34.0,62.0,42.0,49.0,56.0,13.0,35.0,10.0,11.0,8.0,2.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,199.44454463480315,0.13352359971865604,73.46671421778412,115.0
train,259.816541231,contemporary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,6.0,9.0,34.0,6.0,3.0,8.0,7.0,28.0,13.0,53.0,44.0,4.0,26.0,27.0,114.0,31.0,3.0,68.0,38.0,75.0,18.0,104.0,88.0,27.0,88.0,88.0,161.0,115.0,34.0,131.0,110.0,194.0,69.0,163.0,146.0,62.0,136.0,112.0,187.0,154.0,37.0,146.0,81.0,135.0,35.0,133.0,64.0,38.0,55.0,52.0,76.0,53.0,15.0,31.0,20.0,30.0,3.0,33.0,8.0,10.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,215.0807034449524,0.08447846429806348,70.72640041493776,102.0
train,172.9699125,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,26.0,1.0,27.0,4.0,28.0,0.0,25.0,28.0,0.0,27.0,0.0,32.0,6.0,0.0,4.0,15.0,49.0,0.0,60.0,58.0,0.0,26.0,0.0,42.0,2.0,3.0,4.0,7.0,24.0,0.0,16.0,8.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,187.14801444043013,0.9298609569271761,50.03552397868561,77.0
train,711.303125,baroque,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,7.0,0.0,6.0,2.0,4.0,4.0,0.0,14.0,1.0,20.0,16.0,15.0,41.0,4.0,74.0,40.0,41.0,64.0,54.0,140.0,36.0,169.0,112.0,89.0,165.0,53.0,225.0,98.0,100.0,151.0,119.0,236.0,75.0,209.0,169.0,118.0,258.0,61.0,328.0,194.0,135.0,223.0,147.0,296.0,62.0,151.0,150.0,41.0,148.0,47.0,128.0,27.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,209.0557505801126,0.35398286719005506,76.79411187438666,110.0
train,131.834804063,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,7.0,5.0,6.0,16.0,5.0,27.0,21.0,24.0,33.0,17.0,55.0,13.0,47.0,38.0,11.0,35.0,15.0,41.0,14.0,26.0,17.0,17.0,36.0,2.0,31.0,36.0,20.0,50.0,23.0,49.0,21.0,28.0,28.0,26.0,47.0,6.0,29.0,19.0,10.0,12.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,216.77149577489328,0.16127494131455394,56.02414486921529,79.0
train,125.185505156,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,8.0,24.0,0.0,25.0,0.0,43.0,33.0,11.0,56.0,11.0,65.0,13.0,54.0,68.0,5.0,66.0,4.0,67.0,40.0,12.0,64.0,8.0,65.0,13.0,43.0,69.0,4.0,77.0,2.0,90.0,71.0,17.0,62.0,7.0,52.0,9.0,35.0,38.0,1.0,22.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,234.59932797067586,0.06999615871294278,60.726681127982644,90.0
train,821.342661563,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,16.0,1.0,71.0,15.0,22.0,55.0,42.0,145.0,9.0,193.0,198.0,38.0,227.0,36.0,390.0,125.0,121.0,211.0,120.0,402.0,18.0,356.0,264.0,69.0,280.0,70.0,431.0,180.0,166.0,281.0,153.0,456.0,37.0,472.0,436.0,55.0,396.0,44.0,388.0,206.0,82.0,157.0,46.0,136.0,7.0,66.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,223.25270128965192,0.2155727142702932,70.1380829015544,102.0
train,168.862010625,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,22.0,11.0,8.0,19.0,7.0,38.0,5.0,39.0,42.0,6.0,49.0,11.0,71.0,44.0,25.0,55.0,26.0,72.0,15.0,68.0,85.0,7.0,79.0,12.0,121.0,63.0,36.0,98.0,42.0,154.0,38.0,133.0,157.0,26.0,149.0,30.0,149.0,60.0,37.0,74.0,13.0,65.0,7.0,38.0,20.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,234.86847220422487,0.09748230544885465,73.85616730687153,94.0
train,130.60752069,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,10.0,0.0,28.0,30.0,0.0,39.0,0.0,34.0,19.0,19.0,62.0,8.0,48.0,1.0,56.0,55.0,6.0,74.0,0.0,68.0,48.0,22.0,92.0,5.0,49.0,7.0,66.0,86.0,4.0,102.0,0.0,81.0,48.0,36.0,106.0,11.0,74.0,3.0,64.0,67.0,1.0,50.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,232.97283038776084,0.094583076607106,70.6358595194085,77.0
train,784.858990781,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,1.0,34.0,1.0,25.0,0.0,23.0,61.0,1.0,71.0,2.0,111.0,80.0,43.0,149.0,39.0,211.0,14.0,187.0,236.0,19.0,226.0,23.0,219.0,127.0,81.0,245.0,49.0,258.0,21.0,250.0,365.0,21.0,327.0,32.0,413.0,292.0,123.0,384.0,83.0,387.0,71.0,310.0,351.0,8.0,203.0,18.0,108.0,64.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,228.8512089896693,0.21994165501708546,73.07673190431811,103.0
train,732.789064219,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,34.0,1.0,24.0,0.0,22.0,61.0,1.0,70.0,2.0,110.0,82.0,43.0,151.0,39.0,209.0,14.0,185.0,232.0,19.0,226.0,23.0,219.0,127.0,80.0,245.0,49.0,260.0,21.0,243.0,358.0,19.0,318.0,29.0,403.0,300.0,118.0,392.0,82.0,402.0,74.0,297.0,344.0,8.0,197.0,18.0,108.0,64.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,233.2342388518726,0.23430554740862375,62.34396996715157,95.0
train,771.034375,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,34.0,1.0,24.0,0.0,22.0,61.0,1.0,70.0,2.0,110.0,81.0,41.0,149.0,40.0,212.0,14.0,186.0,233.0,19.0,223.0,23.0,222.0,127.0,79.0,243.0,49.0,259.0,21.0,247.0,355.0,19.0,328.0,28.0,408.0,300.0,119.0,380.0,82.0,381.0,62.0,305.0,345.0,7.0,199.0,18.0,107.0,64.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,238.40034401204747,0.21743491627420217,66.336420722135,98.0
test,442.826747344,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,10.0,2.0,22.0,6.0,69.0,25.0,34.0,64.0,28.0,117.0,7.0,107.0,115.0,22.0,148.0,15.0,179.0,80.0,47.0,84.0,19.0,108.0,3.0,77.0,89.0,14.0,121.0,22.0,189.0,115.0,85.0,150.0,75.0,245.0,17.0,214.0,173.0,51.0,157.0,11.0,79.0,39.0,7.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,216.76508883195646,0.29122281985631376,72.20146744114949,95.0
train,951.542851875,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,23.0,0.0,17.0,3.0,14.0,63.0,5.0,64.0,1.0,63.0,117.0,12.0,151.0,7.0,148.0,67.0,83.0,224.0,23.0,143.0,24.0,148.0,183.0,16.0,210.0,24.0,231.0,181.0,148.0,406.0,59.0,312.0,72.0,399.0,534.0,51.0,423.0,17.0,327.0,256.0,115.0,343.0,18.0,175.0,42.0,85.0,74.0,3.0,29.0,0.0,10.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,197.4746077273475,0.3103008461112014,68.78792795716372,104.0
train,265.774306875,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,6.0,6.0,28.0,22.0,11.0,29.0,14.0,57.0,6.0,55.0,46.0,19.0,71.0,6.0,91.0,46.0,19.0,48.0,13.0,65.0,10.0,49.0,51.0,18.0,70.0,13.0,124.0,61.0,49.0,94.0,59.0,179.0,28.0,127.0,101.0,19.0,104.0,17.0,90.0,34.0,10.0,14.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,238.37644249899824,0.2737889906338851,66.22177621675866,92.0
train,1091.69094891,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,3.0,9.0,45.0,2.0,56.0,2.0,69.0,66.0,19.0,150.0,10.0,144.0,17.0,174.0,246.0,28.0,275.0,15.0,260.0,194.0,75.0,321.0,33.0,276.0,42.0,257.0,355.0,28.0,359.0,25.0,343.0,296.0,143.0,501.0,52.0,475.0,107.0,445.0,521.0,59.0,520.0,34.0,383.0,211.0,92.0,193.0,8.0,73.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,210.76740640352418,0.28860147372895445,68.15041054988804,97.0
train,1286.67739922,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,14.0,3.0,40.0,11.0,41.0,65.0,14.0,79.0,27.0,186.0,101.0,87.0,179.0,89.0,335.0,43.0,260.0,249.0,84.0,293.0,74.0,381.0,202.0,128.0,244.0,130.0,411.0,95.0,350.0,348.0,101.0,399.0,97.0,503.0,314.0,164.0,305.0,146.0,393.0,80.0,245.0,224.0,38.0,153.0,5.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,204.57923776811162,0.34345271311649656,69.1423469387755,102.0
train,1133.65805437,baroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,41.0,4.0,33.0,49.0,8.0,75.0,16.0,176.0,104.0,51.0,147.0,73.0,292.0,23.0,258.0,275.0,51.0,299.0,53.0,414.0,193.0,101.0,210.0,84.0,339.0,26.0,295.0,268.0,51.0,305.0,81.0,506.0,258.0,200.0,349.0,233.0,670.0,73.0,497.0,430.0,91.0,424.0,82.0,397.0,135.0,56.0,82.0,1.0,41.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,224.52008586323572,0.23475527248973566,66.47950727883538,99.0
train,323.019174844,classical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,12.0,5.0,0.0,8.0,3.0,42.0,0.0,25.0,29.0,7.0,42.0,5.0,71.0,38.0,21.0,33.0,18.0,75.0,4.0,57.0,62.0,17.0,71.0,11.0,102.0,58.0,23.0,50.0,52.0,132.0,7.0,103.0,88.0,8.0,81.0,8.0,59.0,27.0,8.0,10.0,12.0,16.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,150.10629786261387,0.6229701558042574,55.44371296905859,96.0
